Tenant ID,Property,Account ID ,Environment,Resource ID,Region,Availability Zone,Instance Type - Current,Currency Code,Unit Price - Current,SPEND,Hours Running,CPU Max,Memory Max,GPU Max,GPU Memory Max,Min Instance Count,Max Instance Count,RECOMMENDATION,Instance Type - Recommended,Min Instances - Recommended,Max Instances - Recommended,Unit Price - Recommended,Sum of Savings,Savings Percent,RISK,Idle Time,VCPU - Current,VCPU - Recommended,Memory - Current,Memory - Recommended,CPU Ratio,Memory Ratio,App ID,Cluster Name,auto-scale group,Export Order,
AML,AML-Solutions - autoflow,721738210667,prod,721738210667:us-east-1:rubix-asg-compliance-engine-prod-us-east-1-20220722223103554600000003,us-east-1,us-east-1b,m5n.8xlarge,USD,$0.32,"$1,021.00","3,600",9,11,,,5,5,Autoscale,x2gd.medium,4,14,$0.01,$978.31,96%,0,0,32,1,128,16,0,0,200358,compliance-engine-prod-us-east-1,rubix-asg-compliance-engine-prod-us-east-1-20220722223103554600000003,249,
AML,AML-Solutions - autoflow,721738210667,prod,721738210667:us-west-2:rubix-asg-compliance-engine-prod-us-west-2-20220722220608654400000003,us-west-2,us-west-2c,m5n.8xlarge,USD,$0.32,"$1,023.00","3,600",9,12,,,5,5,Autoscale,x2gd.medium,4,14,$0.01,$976.64,95%,0,0,32,1,128,16,0,0,200358,compliance-engine-prod-us-west-2,rubix-asg-compliance-engine-prod-us-west-2-20220722220608654400000003,250,
AML,AML-Solutions - okapi,513680123615,prod,513680123615:ap-southeast-1:eks-10bd8545-3c76-9cbe-46ac-6e857f823c45,ap-southeast-1,ap-southeast-1a,m5.4xlarge,USD,$0.16,$825.00,"5,760",7,100,,,8,8,Autoscale,r6g.xlarge,16,16,$0.04,$348.63,42%,0,0,16,4,64,32,0,1,103300,okapi-infra-r-prod-ap-southeast-1-eks-cluster,eks-10bd8545-3c76-9cbe-46ac-6e857f823c45,610,
AML,AML-Solutions - okapi,513680123615,prod,513680123615:eu-west-1:eks-aabd8545-6ff5-2cc4-f7f9-93f65003cb9c,eu-west-1,eu-west-1c,m5.4xlarge,USD,$0.15,"$1,011.00","7,920",7,100,,,11,11,Autoscale,x2gd.xlarge,11,11,$0.07,$472.79,47%,0,0,16,4,64,64,0,1,103300,okapi-infra-r-prod-eu-west-1-eks-cluster,eks-aabd8545-6ff5-2cc4-f7f9-93f65003cb9c,438,
AML,AML-Solutions - okapi,513680123615,prod,513680123615:us-east-1:eks-1cbd6022-54b4-df13-d915-c78bac7b881f,us-east-1,us-east-1a,m5.4xlarge,USD,$0.13,$906.00,"7,920",8,14,,,11,11,Autoscale,r6g.medium,12,15,$0.01,$825.85,91%,0,0,16,1,64,8,0,0,103300,okapi-infra-r-prod-us-east-1-eks-cluster,eks-1cbd6022-54b4-df13-d915-c78bac7b881f,311,
AML,AML-Solutions - okapi,513680123615,prod,513680123615:us-west-2:eks-60bd469b-6944-df06-0acb-4d057b069f36,us-west-2,us-west-2a,m5.12xlarge,USD,$0.39,"$5,194.00","15,127",28,43,,,21,26,Autoscale,x2gd.xlarge,21,87,$0.06,"$4,161.61",80%,0,0,48,4,192,64,0,0,103300,okapi-infra-r-prod-us-west-2-eks-cluster,eks-60bd469b-6944-df06-0acb-4d057b069f36,43,
AML,AML-Solutions - okapi,929780461754,dev,929780461754:ap-southeast-1:eks-a8bc33ae-3adc-fc9f-aa53-9c0474d48300,ap-southeast-1,ap-southeast-1c,m5.4xlarge,USD,$0.16,$206.00,"1,440",5,100,,,2,2,Autoscale,r6g.xlarge,4,4,$0.04,$87.21,42%,0,35,16,4,64,32,0,1,103300,okapi-infra-r-dev-ap-southeast-1-eks-cluster,eks-a8bc33ae-3adc-fc9f-aa53-9c0474d48300,2383,
AML,AML-Solutions - okapi,929780461754,dev,929780461754:eu-west-1:eks-90bc33ad-90b1-520c-1a29-047185f40f3a,eu-west-1,eu-west-1a,m5.4xlarge,USD,$0.15,$184.00,"1,440",5,100,,,2,2,Autoscale,x2gd.xlarge,2,2,$0.07,$86.02,47%,0,51,16,4,64,64,0,1,103300,okapi-infra-r-dev-eu-west-1-eks-cluster,eks-90bc33ad-90b1-520c-1a29-047185f40f3a,2400,
AML,AML-Solutions - okapi,929780461754,dev,929780461754:us-east-1:eks-40bc33ae-cdc7-aa3a-6222-ba10e2eba6af,us-east-1,us-east-1a,m5.12xlarge,USD,$0.39,$495.00,"1,440",3,3,,,2,2,Autoscale,r6g.medium,2,3,$0.01,$481.48,97%,0,0,48,1,192,8,0,0,103300,okapi-infra-r-dev-us-east-1-eks-cluster,eks-40bc33ae-cdc7-aa3a-6222-ba10e2eba6af,504,
AML,AML-Solutions - okapi,929780461754,dev,929780461754:us-west-2:eks-okapi-infra-r-dev-us-west-2-eks-cluster-ng-ffecf92-2abe4450-02c9-d435-4474-018d8583c81f,us-west-2,us-west-2c,m5.12xlarge,USD,$0.39,"$1,238.00","3,600",8,26,,,5,5,Autoscale,x2gd.medium,10,19,$0.01,"$1,095.83",89%,0,0,48,1,192,16,0,0,103300,okapi-infra-r-dev-us-west-2-eks-cluster,eks-okapi-infra-r-dev-us-west-2-eks-cluster-ng-ffecf92-2abe4450-02c9-d435-4474-018d8583c81f,229,
AML,AML-Solutions - search & social,32845213805,,032845213805:us-east-1:eks-pccp-mce-cp-1-30-node-group-26c0f56-0acae7e8-b15a-2543-5841-6483a5f0f644,us-east-1,us-east-1c,r6i.4xlarge,USD,$0.17,$170.00,993,4,2,,,3,3,Autoscale,r6g.medium,1,2,$0.01,$166.11,98%,0,0,16,1,128,8,0,0,,pccp-pccp-aml-social-prod-e-cluster-9a8991b,eks-pccp-mce-cp-1-30-node-group-26c0f56-0acae7e8-b15a-2543-5841-6483a5f0f644,1734,
AML,AML-Solutions - search & social,32845213805,,032845213805:us-east-1:eks-pccp-mce-cp-1-31-node-group-4b490d5-a8cbb2a7-b88e-a53e-44d0-9ee9c960ecad,us-east-1,us-east-1c,r6i.4xlarge,USD,$0.17,$155.00,"1,170",4,1,,,3,3,Autoscale,r6g.medium,1,2,$0.01,$151.50,98%,0,0,16,1,128,8,0,0,,pccp-pccp-aml-social-prod-e-cluster-9a8991b,eks-pccp-mce-cp-1-31-node-group-4b490d5-a8cbb2a7-b88e-a53e-44d0-9ee9c960ecad,1420,
AML,AML-Solutions - search & social,32845213805,,032845213805:us-east-1:eks-pccp-spk-exc-1-30-node-group-c4ce25f-7acae7e8-b0d6-c4c1-20bb-a2a481ab754b,us-east-1,us-east-1c,r6i.4xlarge,USD,$0.17,$170.00,993,8,39,,,3,3,Autoscale,x2gd.medium,10,10,$0.01,$123.03,72%,0,0,16,1,128,16,0,0,,pccp-pccp-aml-social-prod-e-cluster-9a8991b,eks-pccp-spk-exc-1-30-node-group-c4ce25f-7acae7e8-b0d6-c4c1-20bb-a2a481ab754b,2351,
AML,AML-Solutions - search & social,32845213805,,032845213805:us-east-1:eks-pccp-spk-exc-1-31-node-group-2723d83-b4cbb2a7-bb8c-d693-1281-69292c024306,us-east-1,us-east-1b,r6i.4xlarge,USD,$0.17,$155.00,"1,169",11,44,,,2,3,Autoscale,x2gd.medium,8,9,$0.01,$108.12,70%,0,0,16,1,128,16,0,0,,pccp-pccp-aml-social-prod-e-cluster-9a8991b,eks-pccp-spk-exc-1-31-node-group-2723d83-b4cbb2a7-bb8c-d693-1281-69292c024306,1980,
AML,AML-Solutions - search & social,32845213805,prod,032845213805:us-east-1:rubix-asg-rubix-aml-social-east1-cluster-20220728194848615600000005,us-east-1,us-east-1a,r5.2xlarge,USD,$0.09,$162.00,"2,172",34,39,,,3,7,Autoscale,r6g.medium,4,17,$0.01,$121.70,75%,0,0,8,1,64,8,0,0,aml_solutions,rubix-aml-social-east1-cluster,rubix-asg-rubix-aml-social-east1-cluster-20220728194848615600000005,2100,
AML,AML-Solutions - search & social,32845213805,prod,032845213805:us-west-2:rubix-asg-rubix-aml-social-prod-cluster-20220808203726414700000005,us-west-2,us-west-2c,r5.2xlarge,USD,$0.09,$108.00,"1,444",71,93,,,2,4,Autoscale,r6g.medium,2,15,$0.01,$47.82,44%,0,0,8,1,64,8,0,0,aml_solutions,rubix-aml-social-prod-cluster,rubix-asg-rubix-aml-social-prod-cluster-20220808203726414700000005,3154,
AML,AML-Solutions - search & social,32845213805,prod,032845213805:us-west-2:rubix-asg-rubix-aml-social-prod-cluster-20220808203726417200000006,us-west-2,us-west-2a,r5.4xlarge,USD,$0.17,"$1,624.00","10,821",46,52,,,15,23,Autoscale,r6g.large,29,72,$0.02,"$1,010.21",62%,0,0,16,2,128,16,0,0,aml_solutions,rubix-aml-social-prod-cluster,rubix-asg-rubix-aml-social-prod-cluster-20220808203726417200000006,232,
AML,AML-Solutions - search & social,145098146431,test,145098146431:us-west-2:rubix-asg-rubix-aml-search-test-cluster-20210602215908830500000003,us-west-2,us-west-2a,r6g.xlarge,USD,$0.03,$43.00,"1,448",23,17,,,2,4,Autoscale,r6g.medium,1,4,$0.01,$35.29,81%,0,0,4,1,32,8,0,0,aml_solutions,rubix-aml-search-test-cluster,rubix-asg-rubix-aml-search-test-cluster-20210602215908830500000003,3835,
AML,AML-Solutions - search & social,145098146431,test,145098146431:us-west-2:rubix-asg-rubix-aml-search-test-cluster-20231219074511627000000004,us-west-2,us-west-2b,r5a.4xlarge,USD,$0.15,$194.00,"1,448",12,48,,,2,4,Autoscale,x2gd.medium,7,15,$0.01,$112.80,58%,0,0,16,1,128,16,0,0,aml_solutions,rubix-aml-search-test-cluster,rubix-asg-rubix-aml-search-test-cluster-20231219074511627000000004,2122,
AML,AML-Solutions - search & social,145098146431,test,145098146431:us-west-2:rubix-asg-rubix-aml-search-test-cluster-20240729180304473500000005,us-west-2,us-west-2c,r5a.xlarge,USD,$0.04,$73.00,"2,173",56,18,,,3,7,Autoscale,r6g.medium,2,14,$0.01,$59.01,81%,0,0,4,1,32,8,0,0,aml_solutions,rubix-aml-search-test-cluster,rubix-asg-rubix-aml-search-test-cluster-20240729180304473500000005,3080,
AML,AML-Solutions - search & social,145098146431,test,145098146431:us-west-2:rubix-asg-rubix-aml-search-test-cluster-20240730212330881700000003,us-west-2,us-west-2b,r5a.xlarge,USD,$0.04,$194.00,"5,792",91,37,,,8,16,Autoscale,r6g.medium,12,59,$0.01,$100.38,52%,0,0,4,1,32,8,0,0,aml_solutions,rubix-aml-search-test-cluster,rubix-asg-rubix-aml-search-test-cluster-20240730212330881700000003,2203,
AML,AML-Solutions - search & social,145098146431,test,145098146431:us-west-2:rubix-asg-rubix-aml-search-test-cluster-20240802161924879300000006,us-west-2,us-west-2c,r5a.xlarge,USD,$0.04,$24.00,724,50,8,,,1,2,Autoscale,c6g.medium,1,4,$0.01,$17.34,71%,0,0,4,1,32,2,0,0,aml_solutions,rubix-aml-search-test-cluster,rubix-asg-rubix-aml-search-test-cluster-20240802161924879300000006,4685,
AML,AML-Solutions - search & social,217091919216,,217091919216:us-east-1:eks-pccp-r6i-4xlarge-1-30-node-group-f03d383-eacb56b0-9136-2638-8c08-5dea2be327b6,us-east-1,us-east-1c,r6i.4xlarge,USD,$0.17,$222.00,"1,298",6,40,,,3,4,Autoscale,x2gd.medium,10,10,$0.01,$175.17,79%,0,0,16,1,128,16,0,0,,pccp-aml-search-e-prod-dp-cluster,eks-pccp-r6i-4xlarge-1-30-node-group-f03d383-eacb56b0-9136-2638-8c08-5dea2be327b6,1633,
AML,AML-Solutions - search & social,217091919216,,217091919216:us-east-1:eks-pccp-r6i-4xlarge-1-31-node-group-9b437e0-fecbb28a-957f-2832-35b1-788abd704fb6,us-east-1,us-east-1c,r6i.4xlarge,USD,$0.17,$156.00,"1,174",10,38,,,3,4,Autoscale,x2gd.medium,8,10,$0.01,$107.92,69%,0,0,16,1,128,16,0,0,,pccp-aml-search-e-prod-dp-cluster,eks-pccp-r6i-4xlarge-1-31-node-group-9b437e0-fecbb28a-957f-2832-35b1-788abd704fb6,1981,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-east-1:rubix-asg-rubix-aml-search-east1-cluster-2024102909434443060000000a,us-east-1,us-east-1b,r5a.4xlarge,USD,$0.15,$97.00,720,12,3,,,1,1,Autoscale,c6g.medium,1,3,$0.01,$92.28,95%,0,63,16,1,128,2,0,0,aml_solutions,rubix-aml-search-east1-cluster,rubix-asg-rubix-aml-search-east1-cluster-2024102909434443060000000a,2471,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-east-1:rubix-asg-rubix-aml-search-east1-cluster-2024102909434443560000000b,us-east-1,us-east-1c,r5a.4xlarge,USD,$0.15,$486.00,"3,605",8,3,,,5,10,Autoscale,r6g.medium,2,13,$0.01,$466.67,96%,0,0,16,1,128,8,0,0,aml_solutions,rubix-aml-search-east1-cluster,rubix-asg-rubix-aml-search-east1-cluster-2024102909434443560000000b,514,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-east-1:rubix-asg-rubix-aml-search-east1-cluster-20220729000520587000000003,us-east-1,us-east-1c,r5a.xlarge,USD,$0.04,$24.00,721,24,4,,,1,2,Autoscale,c6g.medium,1,2,$0.01,$20.10,83%,0,0,4,1,32,2,0,0,aml_solutions,rubix-aml-search-east1-cluster,rubix-asg-rubix-aml-search-east1-cluster-20220729000520587000000003,4502,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-east-1:rubix-asg-rubix-aml-search-east1-cluster-20240819201943463900000004,us-east-1,us-east-1a,r5a.xlarge,USD,$0.04,$73.00,"2,164",55,35,,,3,6,Autoscale,x2gd.medium,2,14,$0.01,$47.74,66%,0,0,4,1,32,16,0,1,aml_solutions,rubix-aml-search-east1-cluster,rubix-asg-rubix-aml-search-east1-cluster-20240819201943463900000004,3216,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-east-1:rubix-asg-rubix-aml-search-east1-cluster-20241029094344424400000009,us-east-1,us-east-1b,r5a.xlarge,USD,$0.04,$24.00,721,25,4,,,1,2,Autoscale,c6g.medium,1,2,$0.01,$20.10,83%,0,0,4,1,32,2,0,0,aml_solutions,rubix-aml-search-east1-cluster,rubix-asg-rubix-aml-search-east1-cluster-20241029094344424400000009,4504,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-west-2:rubix-asg-rubix-aml-search-prod-cluster-20210927155401889400000003,us-west-2,us-west-2a,r5a.xlarge,USD,$0.04,$49.00,"1,442",50,28,,,2,4,Autoscale,r6g.medium,1,7,$0.01,$37.81,78%,0,0,4,1,32,8,0,0,aml_solutions,rubix-aml-search-prod-cluster,rubix-asg-rubix-aml-search-prod-cluster-20210927155401889400000003,3672,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-west-2:rubix-asg-rubix-aml-search-prod-cluster-20240131091600626900000005,us-west-2,us-west-2c,r5a.4xlarge,USD,$0.15,$97.00,720,15,55,,,1,1,Autoscale,x2gd.large,2,3,$0.03,$39.74,41%,0,0,16,2,128,32,0,0,aml_solutions,rubix-aml-search-prod-cluster,rubix-asg-rubix-aml-search-prod-cluster-20240131091600626900000005,3348,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-west-2:rubix-asg-rubix-aml-search-prod-cluster-20240507213034793200000005,us-west-2,us-west-2c,r5a.xlarge,USD,$0.04,$26.00,773,99,92,,,1,2,Autoscale,r6g.medium,2,6,$0.01,$3.42,13%,0,0,4,1,32,8,0,0,aml_solutions,rubix-aml-search-prod-cluster,rubix-asg-rubix-aml-search-prod-cluster-20240507213034793200000005,5297,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-west-2:rubix-asg-rubix-aml-search-prod-cluster-20240820162706237200000006,us-west-2,us-west-2a,r5a.xlarge,USD,$0.04,$138.00,"4,137",46,28,,,5,9,Autoscale,r6g.medium,6,17,$0.01,$98.48,71%,0,0,4,1,32,8,0,0,aml_solutions,rubix-aml-search-prod-cluster,rubix-asg-rubix-aml-search-prod-cluster-20240820162706237200000006,2374,
AML,AML-Solutions - search & social,217091919216,prod,217091919216:us-west-2:rubix-asg-rubix-aml-search-prod-cluster-20240904184022047900000007,us-west-2,us-west-2a,r5a.4xlarge,USD,$0.15,$485.00,"3,605",78,59,,,5,10,Autoscale,r6g.xlarge,10,32,$0.03,$182.37,38%,0,0,16,4,128,32,0,0,aml_solutions,rubix-aml-search-prod-cluster,rubix-asg-rubix-aml-search-prod-cluster-20240904184022047900000007,1061,
AML,AML-Solutions - search & social,280879133430,dev,280879133430:us-west-2:rubix-asg-rubix-aml-search-dev-cluster-20240103113001602000000004,us-west-2,us-west-2a,r5a.4xlarge,USD,$0.15,$0.00,1,3,1,,,1,1,Autoscale,c6g.medium,1,1,$0.01,$0.02,80%,0,0,16,1,128,2,0,0,aml_solutions,rubix-aml-search-dev-cluster,rubix-asg-rubix-aml-search-dev-cluster-20240103113001602000000004,5724,
AML,AML-Solutions - search & social,280879133430,dev,280879133430:us-west-2:rubix-asg-rubix-aml-search-dev-cluster-20240712212004399300000006,us-west-2,us-west-2a,r5a.xlarge,USD,$0.04,$73.00,"2,175",61,23,,,3,7,Autoscale,m6g.medium,3,15,$0.01,$50.17,69%,0,0,4,1,32,4,0,0,aml_solutions,rubix-aml-search-dev-cluster,rubix-asg-rubix-aml-search-dev-cluster-20240712212004399300000006,3192,
